recordNumber,recordDate,projectType,politicalParty,author,topic,parlState,commissionEntryDate,commissionReportDate,diasEnComision,subtheme
00553-2025-HCD,2025-08-29,RES - Resolución,Bloque Convocación por San Isidro,Riganti Catalina,Declaración de Interes,Sancionado,2025-09-04,2025-09-25,21,"EL H.C.D. DECLARA DE INTERÉS EL PROYECTO ESCOLAR ""RECORRIDO LITERARIO- BICICLETEADA ""LOS CHICOS Y CHICAS LEEEMOS Y APRENDEMOS"""", IMPULSADO POR LA ESCUELA PRIMARIA DE LA CASA SALESIANA SANTA ISABEL JUNTO A DIVERSAS INSTITUCIONES EDUCATIVAS DE SAN ISIDRO."
00552-2025-HCD,2025-08-29,RES - Resolución,Bloque Convocación por San Isidro,Riganti Catalina,Declaración de Interes,Sancionado,2025-09-04,2025-09-25,21,"EL H.C.D. DECLARA DE INTERÉS LA APLICACIÓN ""SATELLITES ON FIRE"", POR SU APORTE A LA DETECCIÓN TEMPRANA Y PREVENCIÓN DE INCENDIOS FORESTALES, ASÍ COMO POR SU CONTRIBUCIÓN AL CUIDADO DEL MEDIO AMBIENTE."
00551-2025-HCD,2025-08-29,RES - Resolución,Bloque Partido Demócrata,Debora Ruiz Ceballos,Declaración de Interes,Sancionado,2025-09-04,2025-09-11,7,"EL H.C.D: DECLARA DE INTERÉS LA ""VI JORNADA DE HISTORIA DE LOS HISTORIADORES DE FONDO DE LA LEGUA"", A REALIZARSE EL PRÓXIMO 27 DE SEPTIEMBRE DEL CORRIENTE AÑO."
00540-2025-HCD,2025-08-29,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Ordenanza,Archivado,2025-09-04,2025-09-09,5,"INSTALANDO LA CARTELERÌA CORRESPONDIENTE CON EL LEMA ""BIENVENIDOS A BOULOGNE, DECLARADA CIUDAD EL 13 DE AGOSTO DE 1964, MEDIANTE LA LEY PROVINCIAL N° 6792"", EN LOS INGRESOS A LA LOCALIDAD."
002207-2025-S,2025-09-01,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2025-09-04,2025-09-11,7,LEGITIMO ABONO
002208-2025-S,2025-09-01,ORD - Ordenanza,Ejecutivo,Ejecutivo,Legítimo Abono,Sancionado,2025-09-04,2025-09-11,7,LEGITIMO ABONO
00568-2025-HCD,2025-09-11,RES - Resolución,Bloque Convocación por San Isidro,Rojo Maria Lucia,Declaración de Interes,Sancionado,2025-09-18,2025-09-25,7,"EL H.C.D. DECLARA DE INTERÉS LA VALIOSA CONTRIBUCIÓN DEL DISPOSITIVO GES (GÉNERO, EMPLEO Y SALUD) DESTACANDO SU ROL EN EL EMPODERAMIENTO DE LAS MUJERES ESPECIALMENTE EN LA COMUNIDAD DEL BAJO BOULOGNE."
00569-2025-HCD,2025-09-12,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Repudio,En comisión,2025-09-18,,370,EL H.C.D. REPUDIA LOS HECHOS ACONTECIDOS DURANTE LAS AUDITORÍAS DE PENSIONES POR DISCAPACIDAD REALIZADAS POR LA AGENCIA NACIONAL DE DISCAPACIDAD EN MISIONES.
00586-2025-HCD,2025-09-12,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Reconocimiento,Sancionado,2025-09-18,,370,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN AL ""COLEGIO MARTÍN Y OMAR"" DE SAN ISIDRO, POR EL 90º ANIVERSARIO DE SU FUNDACIÓN Y SU APORTE EDUCATIVO A LA COMUNIDAD."
00584-2025-HCD,2025-09-12,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Salud Pública,En comisión,2025-09-18,,370,CREANDO EL ESPACIO MUNICIPAL DE COCINA DE USO COMPARTIDO DE SAN ISIDRO PARA LA ELABORACIÓN DE PRODUCTOS SIN TACC.
00573-2025-HCD,2025-09-12,ORD - Ordenanza,Bloque Unión X La Patria,Schuppisser Manuela,Ordenanza,En comisión,2025-09-18,,370,"CREANDO EL ""CONSEJO MUNICIPAL DE LAS JUVENTUDES"""
00571-2025-HCD,2025-09-12,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Planeamiento Urbano,En comisión,2025-09-18,,370,"ESTABLECIENDO QUE TODA CONSTRUCCIÓN NUEVA QUE SUPERE LOS TRES PISOS O NIVELES DENTRO DEL PARTIDO DE SAN ISIDRO, DEBERÁ CONTAR CON LA APROBACIÓN PREVIA DEL H.C.D., ADEMÁS DE CUMPLIR CON LAS NORMATIVAS VIGENTES."
00570-2025-HCD,2025-09-12,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Repudio,En comisión,2025-09-18,,370,EL H.C.D. EXPRESA SU REPUDIO AL VETO DEL PRESIDENTE JAVIER MILEI A LA LEY DE FINANCIAMIENTO UNIVERSITARIO Y A LA LEY DE EMERGENCIA PEDIÁTRICA.
00574-2025-HCD,2025-09-12,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,En comisión,2025-09-18,,370,"DECLARANDO COMO ""PERSONALIDADES DESTACADAS DEL PARTIDO DE SAN ISIDRO"" A RAQUEL Y JORGE WITIS, POR SU INCLAUDICABLE LUCHA EN EL ÁMBITO DE LOS DERECHOS HUMANOS A FAVOR DE LAS VICTIMAS DE LA VIOLENCIA INSTITUCIONAL."
00583-2025-HCD,2025-09-12,RES - Resolución,Bloque Partido Demócrata,Debora Ruiz Ceballos,Repudio,En comisión,2025-09-18,,370,EL H.C.D. EXPRESA PREOCUPACIÒN POR EL ASESINATO DEL REFERENTE POLÍTICO ESTADOUNIDENSE CHARLIE KIRK.-
00572-2025-HCD,2025-09-12,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,En comisión,2025-09-18,,370,"EL H.C.D. EXPRESA SU PREOCUPACIÓN POR EL DESFINANCIAMIENTO A LA SECRETARÍA DE POLÍTICAS INTEGRALES SOBRE DROGAS DE LA NACIÓN ARGENTINA ""SEDRONAR""."
00581-2025-HCD,2025-09-12,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-09-18,2025-09-25,7,"EL H.C.D. DECLARA DE INTERÉS EL DOCUMENTAL ""ANTÁRTIDA DOMINIO 1"" DE LOS GAUCHOS DEL MAR, JOAQUÍN Y JULIÁN AZULAY, POR SU APORTE A LA CULTURA NACIONAL Y A LA PROTECCIÓN DEL MEDIO AMBIENTE."
2205-2025-S,2025-09-19,ORD - Ordenanza,,Ejecutivo,Legítimo Abono,Sancionado,2025-09-18,2025-09-25,7,LEGÍTIMO ABONO
2206-2025-S,2025-09-19,ORD - Ordenanza,,Ejecutivo,Legítimo Abono,Sancionado,2025-09-18,2025-09-25,7,LEGÍTIMO ABONO
00592-2025-HCD,2025-09-24,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Ordenanza,En comisión,2025-10-02,,356,DEROGANDO LA ORDENANZA N° 9390.-
00598-2025-HCD,2025-09-24,DEC - Decreto,La Libertad Avanza San Isidro,Alberto Montes,Alumbrado Público,Archivado,2025-10-02,2025-10-06,4,S/ LA COLOCACIÓN DE LUMINARIAS EN LA PLAZA JOSÉ DE SAN MARTÍN DE LA CIUDAD DE BOULOGNE
00609-2025-HCD,2025-09-25,ORD - Ordenanza,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Turismo,En comisión,2025-10-02,,356,CREANDO EL ENTRE MIXTO DE TURISMO DE SAN ISIDRO.
00615-2025-HCD,2025-09-25,ORD - Ordenanza,Conservador Popular,Viaggio Juan (mandato cumplido),Ordenanza,En comisión,2025-10-02,,356,DEROGANDO LA ORDENANZA N°9365/2024.
00614-2025-HCD,2025-09-25,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,Sancionado,2025-10-02,,356,"EL H.C.D. EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN A LA ESCUELA PRIMARIA N°16 JUAN BAUTISTA DE LA SALLE, POR CUMPLIRSE 75 AÑOS DE SU FUNDACIÓN."
00619-2025-HCD,2025-09-25,DEC - Decreto,Bloque Convocación por San Isidro,Rojo Maria Lucia,Honorable Concejo Deliberante,Sancionado,2025-10-02,,356,"DISPONIENDO QUE CADA 13 DE OCTUBRE LA FACHADA DEL H.C.D. SEA ILUMINADA CON LOS COLORES ROJO Y AZUL, CONMEMORANDO EL ""DÍA MUNDIAL DE LA TROMBOSIS"""
00628-2025-HCD,2025-09-26,RES - Resolución,La Libertad Avanza,Martinez Gabriela (mandato cumplido),Repudio,Sancionado,2025-10-02,,356,"EL H.C.D. EXPRESA SU MÁXIMO REPUDIO Y PESAR POR EL BRUTAL ASESINATO DE MORENA VERRI, BRENDA LORELEY DEL CASTILLO Y LARA MORENA GUTIERREZ, VÍCTIMAS DEL CRIMEN ORGANIZADO."
00633-2025-HCD,2025-09-26,RES - Resolución,La Libertad Avanza,Martinez Gabriela (mandato cumplido),Declaración de Interes,Sancionado,2025-10-02,,356,"EL H.C.D. DECLARA DE INTERÉS EL TRABAJO DE LA FUNDACIÓN DE PAYASOS VOLUNTARIOS ALEGRAÑATAS, CON 10 AÑOS DE LABOR SOLIDARIA CON LOS PACIENTES DEL HOSPITAL MATERNO INFANTIL DE SAN ISIDRO."
00624-2025-HCD,2025-09-26,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,Sancionado,2025-10-02,,356,"EL H.C.D. EXPRESA SU PROFUNDA PREOCUPACIÓN ANTE EL TRIPLE FEMICIDIO DE MORENA VERRI, BRENDA LORELEY DEL CASTILLO Y LARA MORENA GUTIÉRREZ."
00635-2025-HCD,2025-09-26,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,Sancionado,2025-10-02,,356,"EL H.C.D. FELICITA Y RECONOCE AL JARDÍN DE INFANTES N° 906 ""MANUEL BELGRANO"" DE LA CIUDAD DE VILLA ADELINA, POR SUS 50 AÑOS SEMBRANDO AMOR Y APRENDIZAJE EN LA COMUNIDAD EDUCATIVA DE SAN ISIDRO."
00632-2025-HCD,2025-09-26,RES - Resolución,Bloque Unión X La Patria,Diaz Marcos,Declaración de Interes,Sancionado,2025-10-02,2025-10-09,7,"EL H.C.D. DECLARA DE INTERÉS LA CONMEMORACIÓN DEL ""AÑO INTERNACIONAL DE LAS COOPERATIVAS"", PROCLAMADO POR LA ORGANIZACIÓN DE LAS NACIONES UNIDAS (ONU) PARA EL AÑO 2025."
36701-2025-M,2025-09-29,ORD - Ordenanza,Ejecutivo,Ejecutivo,Transporte,En comisión,2025-10-02,,356,SOLICITA CAMBIO DE RECORRIDO LINEA 707 (UNIFICA RAMALES).
00641-2025-HCD,2025-10-09,DEC - Decreto,Bloque Partido Demócrata,Feldtmann Maria Ines,Honorable Concejo Deliberante,Sancionado,2025-10-16,2025-10-23,7,"ESTABLECIENDÓSE LA ILUMINACIÓN DE LA FACHADA DEL H.C.D. CON EL COLOR AZUL TURQUESA, TODOS LOS 8 DE OCTUBRE, CON MOTIVO DEL DÍA INTERNACIONAL DE LA DISLEXIA."
00648-2025-HCD,2025-10-13,ORD - Ordenanza,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Otros,En comisión,2025-10-16,,342,CREANDO LA TASA DE PROMOCIÒN Y POSICIONAMIENTO TERRITORIAL DE SAN ISIDRO.
00672-2025-HCD,2025-10-13,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-10-16,,342,"EL H.C.D. DECLARA DE INTERÉS LA JORNADA DE NADO Y CONCIENTIZACIÓN SOBRE EL CÁNCER DE MAMA ""TRAVESÍA ROSA"" A REALIZARSE EL 18 DE OCTUBRE EN LA COSTA DE SAN ISIDRO"
00657-2025-HCD,2025-10-13,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Declaración,En comisión,2025-10-16,,342,"EL H.C.D. MANIFIESTA SU RECHAZO A LA INTENCIÓN DEL GOBIERNO NACIONAL DE REIMPRIMIR LAS BOLETAS ÚNICAS DE PAPEL, POR CONSIDERARLA UN USO INNECESARIO"
00658-2025-HCD,2025-10-13,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Comercios e Industrias,En comisión,2025-10-16,,342,CREANDO EL PROGRAMA DE INCENTIVO AL EMBELLECIMIENTO COMERCIAL
00650-2025-HCD,2025-10-13,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,Sancionado,2025-10-16,,342,"EL H.C.D. MANIFIESTA SU BENEPLÀCITO A ""LA RUTA DE EL ETERNAUTA"" Y SUS RECORRIDOS SOCIOEDUCATIVOS, POR SU CONTRIBUCIÓN A LA CULTURA Y TURISMO DE MEMORIA HISTÓRICA EN NUESTRO MUNICIPIO"
00653-2025-HCD,2025-10-13,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Obras Públicas,En comisión,2025-10-16,,342,GARANTIZANDO LA TRANSPARENCIA Y EL ACCESO A LA INFORMACIÓN SOBRE TODAS LAS OBRAS PÚBLICAS QUE SE REALICEN EN EL ÁMBITO DEL PARTIDO DE SAN ISIDRO
00667-2025-HCD,2025-10-13,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Declaración,En comisión,2025-10-16,,342,"DECLARANDO PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO, POR SU APORTE EN EL CAMPO DE LA CULTURA Y LAS CIENCIAS, AL VECINO DE MARTÍNEZ, DR. FRANCISCO GARCÍA BAZÁN"
00670-2025-HCD,2025-10-13,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Declaración de Interes,Sancionado,2025-10-16,2025-10-23,7,EL H.C.D. DECLARA DE INTERÉS LA LABOR DESARROLLADA POR LA ASOCIACIÓN ARGENTINA DE SINDROME DE WILLIAMS
00662-2025-HCD,2025-10-13,DEC - Decreto,Bloque Partido Demócrata,Debora Ruiz Ceballos,Honorable Concejo Deliberante,Archivado,2025-10-16,2025-10-23,7,"ESTABLECIENDO LA ILUMINACIÓN DE LA FACHADA DEL H.C.D. CON EL COLOR ROSA, TODOS LOS 19 DE OCTUBRE CON MOTIVO DEL DÍA INTERNACIONAL DE LUCHA CONTRA EL CÁNCER DE MAMA"
00665-2025-HCD,2025-10-13,RES - Resolución,Bloque Unión X La Patria,Diaz Marcos,Declaración de Interes,Sancionado,2025-10-16,2025-10-23,7,"EL H.C.D. DECLARA DE INTERÉS A LA OBRA ""CROMAÑÓN 20 AÑOS. 194 RETRATOS"" DEL ARTISTA VECINO DE SAN ISIDRO, GUSTAVO RUIZ"
00673-2025-HCD,2025-10-29,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Reconocimiento,Sancionado,2025-11-06,,321,"EL H.C.D.EXPRESA SU RECONOCIMIENTO Y FELICITACIÓN A LA ESCUELA PRIMERA N° 12 DOMINGO FAUSTINO SARMIENTO, POR CUMPLIRSE 125 AÑOS DE SU FUNDACIÓN."
00685-2025-HCD,2025-10-29,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración de Interes,Sancionado,2025-11-06,2025-11-13,7,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""LOS AFRO-PORTEÑOS: LA INVISIBILIZACIÓN DE LO IMAGINARIO (1880-1910) ESCRITO POT EL HISTORIADOR DIEGO GASTÓN DOUER."
00682-2025-HCD,2025-10-29,RES - Resolución,Bloque Unión X La Patria,Sarmiento Celia (mandato cumplido),Beneplácito,Sancionado,2025-11-06,2025-11-13,7,EL H.C.D. MANIFIESTA SU BENEPLÁCITO POR LA PARTICIPACIÓN DEL CONCEJAL MATEO BARTOLINI EN EL GLOBAL TOURISM FORUM 2025.
00690-2025-HCD,2025-10-30,RES - Resolución,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Repudio,En comisión,2025-11-06,,321,"EL H.C.D. REPUDIA LA DECISIÓN DEL GOBIERNO NACIONAL DE CERRAR, PRIVATIZAR O CONCESIONAR LA UNIDAD TURÍSTICA CHAPADMALAL."
00708-2025-HCD,2025-10-31,ORD - Ordenanza,Bloque Partido Demócrata,Feldtmann Maria Ines,Educación,En comisión,2025-11-06,,321,"INSTRUMENTANDO EL PROGRAMA ""QUEREMOS APRENDER"" , DE LAS DRAS. ANA MARÍA BORZONE Y VANESA DE MIER, EN LOS JARDINES MUNICIPALES Y EN LA ESCUELA MUNICIPAL MALVINAS ARGENTINAS."
00714-2025-HCD,2025-10-31,ORD - Ordenanza,,,Declaración,En comisión,2025-11-06,,321,DECLARANDO LA EMERGENCIA EN SEGURIDAD PÚBLICA EN TODO EL TERRITORIO DE SAN ISIDRO.-
00702-2025-HCD,2025-10-31,RES - Resolución,Bloque Convocación por San Isidro,Riganti Catalina,Declaración de Interes,Sancionado,2025-11-06,,321,"EL H.C.D. DECLARA DE INTERÉS LA CAMPAÑA ""DÍA MUNDIAL CONTRA LA POLIO"" LLEVADA ADELANTE POR EL ROTARY INTERNACIONAL."
00704-2025-HCD,2025-10-31,DEC - Decreto,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Declaración de Interes,Sancionado,2025-11-06,2025-11-13,7,"EL H.C.D. DECLARA DE INTERÉS LA PLATAFORMA DE CAPACITACIÓN GRATUITA Y UNIVERSAL EN TURISMO, HOTELERÍA, GASTRONOMÍA Y HOSPITALIDAD DESARROLLADA POR OTT COLLEGE."
00707-2025-HCD,2025-10-31,RES - Resolución,Bloque Cambia San Isidro,Alvarado Guido,Declaración de Interes,Sancionado,2025-11-06,2025-11-13,7,"EL H.C.D. DECLARA DE INTERÉS LA ""XII JORNADA DE HISTORIAS DE LA CIUDAD DE MARTÍNEZ""."
00709-2025-HCD,2025-10-31,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-11-06,2025-11-13,7,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""UN LEGADO ESPIRITUAL EN LAS BARRANCAS DE SAN ISIDRO: HISTORIA Y MEMORIA DE LA QUINTA ELORTONDO- ARMSTRONG"" DE LA ARQUITECTA MARCELA FUGARDO JUNTO CON EL SACERDOTE JUAN PAVLO BALLESTEROS Y EL HISTORIADOR OSCAR ANDRÉS DE MASI"
00757-2025-HCD,2025-11-13,DEC - Decreto,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,En comisión,2025-11-06,,321,"ESTABLECIENDO QUE EL DÍA 24 DE MARZO DEL AÑO 2026 SE COLOQUE UN MOSAICO EN ESTE H.C.D. QUE CONTENGA EL ""PAÑUELO BLANCO DE LAS MADRES Y ABUELAS DE PLAZA DE MAYO"" .-"
00756-2025-HCD,2025-11-13,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Beneplácito,En comisión,2025-11-06,,321,"EL H.C.D. MANIFIESTA SU BENEPLÁCITO Y LAS FELICITACIONES CORRESPONDIENTES A TODA LA DELEGACIÓN DEL PARTIDO DE SAN ISIDRO QUE NOS REPRESENTÓ EN LA 34° EDICIÓN DE LOS JUEGOS BONAERENSES, POR EL COMPROMISO Y LOS RESULTADOS OBTENIDOS EN DICHA COMPETENCIA.-"
00754-2025-HCD,2025-11-13,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,Sancionado,2025-11-20,,307,"EL H.C.D. DECLARA COMO ""PERSONALIDAD DESTACADA DEL PARTIDO DE SAN ISIDRO"" AL SR. ARIEL STALTARI POR SU RECONOCIDA Y VASTA TRAYECTORIA EN LA CULTURA NACIONAL.-"
00765-2025-HCD,2025-11-14,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Rivadulla Estefania,Repudio,En comisión,2025-11-20,,307,"EL H.C.D. EXPRESA SU REPUDIO A LA DIFUSIÓN DE NOTICIAS FALSAS (FAKE NEWS) Y A TODA FORMA DE CAMPAÑA DE DESPRESTIGIO, DIFAMACIÓN O VIOLENCIA SIMBÓLICA EJERCIDA A TRAVÉS DE LAS REDES SOCIALES O MEDIOS DIGITALES.-"
00759-2025-HCD,2025-11-14,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Declaración de Interes,Sancionado,2025-11-20,,307,"EL H.C.D DECLARA DE INTERÉS EL PROGRAMA RADIAL ""NOCHE DE LENTOS"" QUE SE EMITE POR LA RADIO FÉNIX 100.3 DE LA CIUDAD DE MARTÍNEZ.-"
00766-2025-HCD,2025-11-14,ORD - Ordenanza,La Libertad Avanza,Martinez Gabriela (mandato cumplido),Declaración,En comisión,2025-11-20,,307,"DECLARANDO PATRIMONIO CULTURAL MUNICIPAL A LA RESIDENCIA ""VILLA OCAMPO"", SITA EN LA CALLE ELORTONDO N° 1837, DE LA CIUDAD DE SAN ISIDRO.-"
00769-2025-HCD,2025-11-14,ORD - Ordenanza,Bloque Bloque FR - Unión X La Patria,Meca Federico,Otros,En comisión,2025-11-20,,307,"AUTORIZAR, PROMOVER Y REGULAR LA UTILIZACIÓN, DESARROLLO E IMPLEMENTACIÓN DE TECNOLOGÍA BASADA EN INTELIGENCIA ARTIFICIAL (IA) EN EL ÁMBITO DE LA ADMINISTRACIÓN PÚBLICA MUNICIPAL.-"
00770-2025-HCD,2025-11-14,RES - Resolución,Bloque Partido Demócrata,Feldtmann Maria Ines,Declaración de Interes,Sancionado,2025-11-20,2026-05-14,175,"EL H.C.D. DECLARA DE INTERÉS EL LIBRO ""CLAVES PARA LA EDUCACIÓN CÍVICA DE LOS ARGENTINOS"", DEL CONSTITUCIONALISTA FÉLIX LONIGRO.-"
00778-2025-HCD,2025-11-17,DEC - Decreto,Bloque Unión X La Patria,Bartolini Mateo (mandato cumplido),Otros,En comisión,2025-11-20,,307,INVITANDO A LAS EMPRESAS MANTELECTRIC I.C.I.S.A. Y ZONA VERDE U.T.E. A CONCURRIR A UNA REUNIÓN DE TRABAJO Y DIÁLOGO INSTITUCIONAL EN EL H.C.D.-
00798-2025-HCD,2025-11-17,ORD - Ordenanza,Bloque Acción Vecinal San Isidro es Distinto - Juntos San Iisdro,Perez Walter Dr.,Seguridad,En comisión,2025-11-20,,307,REQUIRIENDO AL D.E. LA IMPLEMENTACIÓN DE UN PLAN DEDOTACIÓN Y USO DE ARMAMENTO NO LETAL DESTINADO AL PERSONAL DEL CUERPO DE INSPECTORES AFECTADO AL SERVICIO DE CUIDADOS COMUNITARIOS MUNICIPAL DE SAN ISIDRO.-
00793-2025-HCD,2025-11-17,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Declaración,En comisión,2025-11-20,,307,"ESTABLECIENDO EN EL PARTIDO DE SAN ISIDRO, EL DÍA 7 DE ABRIL DE CADA AÑO, COMO EL ""DÍA DE LOS ESPACIOS VERDES PÚBLICOS"".-"
00790-2025-HCD,2025-11-17,ORD - Ordenanza,Bloque Unión X La Patria,Diaz Marcos,Comercios e Industrias,En comisión,2025-11-20,,307,DISPONIENDO LA INSTALACIÓN PROGRESIVA DE PISOS PODOTACTILES EN LOS CENTROS COMERCIALES A CIELO ABIERTO DEL PARTIDO DE SAN ISIDRO.-
00773-2025-HCD,2025-11-17,RES - Resolución,Bloque Unión X La Patria,Schuppisser Manuela,Declaración,En comisión,2025-11-20,,307,"EL HC.D. DECLARA COMO ""BIEN DEL PATRIMONIO CULTURAL INMATERIAL"", EN LOS TÉRMINOS DE LA LEY N° 26.118, AL GÉNERO ARTÍSTICO ""MURGA"".-"
00784-2025-HCD,2025-11-17,RES - Resolución,Bloque Unión X La Patria,Diaz Marcos,Declaración de Interes,En comisión,2025-11-20,,307,"EL H.C.D. DECLARA DE INTERÉS ""LA CAMPAÑA MANTENGA LA ESPERANZA"" RALIZADA EL DÍA 13 DE NOVIEMBRE EN LA QUE SE DONARON ALIMENTOS DESTINADOS A VECINOS DE NUESTRO DISTRITO.-"
00776-2025-HCD,2025-11-17,RES - Resolución,Bloque Bloque FR - Unión X La Patria,Meca Federico,Declaración de Interes,Sancionado,2025-11-20,2026-05-14,175,"EL H.C.D. DECLARA DE INTERÉS LA PELÍCULA DOCUMENTAL ""NOBLE IGUALDAD"" LEY Nº 24.012 DE CUPO FEMENINO."
269568-2025-S,2025-11-20,ORD - Ordenanza,Ejecutivo,Ejecutivo,Ordenanza,Sancionado,2025-11-20,,307,PROYECTO DE MODIFICACIÓN DE ORDENANZA Nº. 9370
264731-2025-C,2025-11-20,ORD - Ordenanza,Ejecutivo,Ejecutivo,Presupuesto,Sancionado,2025-11-20,,307,PRESUPUESTO GENERAL DE GASTOS 2026
109952-2025-S,2025-11-20,ORD - Ordenanza,,,Educación,Sancionado,2025-11-20,,307,SOLICITA CREACIÓN DE LA ESCUELA DE FORMACIÓN MUNICIPAL
270506-2025-A,2025-11-20,ORD - Ordenanza,Ejecutivo,Ejecutivo,ORDENANZA IMPOSITIVA,Sancionado,2025-11-20,2025-11-25,5,ORDENANZA IMPOSITIVA 2026
270302-2025-A,2025-11-20,ORD - Ordenanza,Ejecutivo,Ejecutivo,ORDENANZA FISCAL,Sancionado,2025-11-20,2025-11-25,5,ORDENANZA FISCAL 2026
071473-2025-S,2025-11-28,ORD - Ordenanza,Ejecutivo,Ejecutivo,Convenios,Sancionado,2025-11-28,,299,CONVENIO DE COOPERACIÓN CON EL CONSORCIO BARRIO B.A.S.I
283656-2025-D CUERPO 0-2,2025-12-11,ORD - Ordenanza,Ejecutivo,Ejecutivo,Planeamiento Urbano,Sancionado,2025-12-11,,286,PUBLICIDAD EN VIA PÚBLICA
004096-2025-D,2025-12-11,ORD - Ordenanza,Ejecutivo,Ejecutivo,Licencia,Sancionado,2025-12-11,,286,LICENCIA INTENDENTE MUNICIPAL
33966-2025-D,2025-12-12,ORD - Ordenanza,Ejecutivo,Ejecutivo,Convenios,Sancionado,2025-12-12,,285,CONVENIO MUNICIPALIDAD DE SAN ISIDRO - UNESCO ( VILLA OCAMPO)
83342-2025-S,2026-01-20,ORD - Ordenanza,Ejecutivo,Ejecutivo,Tránsito,Sancionado,2025-11-06,2026-03-25,139,SOLICITA CAMBIO DE SENTIDO DE CIRCULACIÓN
138645-2025-D,2026-01-28,ORD - Ordenanza,Ejecutivo,Ejecutivo,CONVALIDACIÓN,En comisión,2026-01-26,,240,ACTA PARITARIA N° 109 - DÍA DEL EMPLEADO MUNICIPAL
242262-2025-S,2026-01-28,ORD - Ordenanza,Ejecutivo,Ejecutivo,Tránsito,Sancionado,2026-01-26,2026-03-25,58,SOLICITA CAMBIOS DE SENTIDO CALLES LUIS MARÍA DRAGO Y PERITO MORENO
0012-2026-HCD,2026-02-11,RES - Resolución,Bloque FRENTE RENOVADOR- FUERZA PATRIA,Meca Federico,Declaración de Interes,En comisión,2026-02-10,,225,EL H.C.D. DECLARA DE INTERÉS A LAS MURGAS Y EXPRESIONES DEL CARNAVAL POPULAR QUE SE DESARROLLAN EN EL PARTIDO DE SAN ISIDRO.-
127445-2025-D,2026-02-20,ORD - Ordenanza,,Ejecutivo,Transporte,Girado al ejecutivo,2026-02-19,,216,MODIFICACIÓN DE RECORRIDO LINEA 707
0018-2026-HCD,2026-03-02,RES - Resolución,Bloque Fuerza Patria,Schuppisser Manuela,Repudio,En comisión,2026-02-26,,209,EL H.C.D. EXPRESA SU REPUDIO Y PREOCUPACIÓN ANTE EL CIERRE DE LA PLANTA INDUSTRIAL DE LA EMPRESA FATE S.A.I.C.I.
0801-2025-HCD,2026-03-02,DEC - Decreto,,,Honorable Concejo Deliberante,En comisión,2026-02-27,,208,APROBANDO LOS DIPLOMAS DE LOS/AS SRES./AS CONCEJALES TÍTULARES Y SUPLENTES ELECTOS.
